track_name,artist_name,album_name,genre,popularity,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,loudness,release_year
Track_411,Post Malone,Help!,Emo Rap,81,0.219,0.505,0.506,0.865,0.385,0.634,0.394,125.0,162499,-9.16,2008
Track_412,Coldplay,Nevermind,Metal,34,0.787,0.721,0.406,0.569,0.197,0.551,0.627,107.0,230283,-1.69,1992
Track_413,24kGoldn,Human After All,Indie,73,0.683,0.425,0.13,0.553,0.064,0.57,0.24,197.38,276753,-19.03,1956
Track_414,Eagles,Discovery,Funk,81,0.787,0.777,0.222,0.889,0.478,0.344,0.101,112.19,172317,-13.69,2024
Track_415,24kGoldn,Lemonade,R&B,45,0.616,0.36,0.411,0.792,0.898,0.649,0.925,69.19,152498,-2.7,2010
Track_416,Justin Bieber,Hotel California,Hip-Hop,71,0.946,0.197,0.194,0.69,0.472,0.701,0.534,147.82,210395,-17.67,2000
Track_417,Kanye West,Anti,Country,39,0.703,0.359,0.06,0.863,0.221,0.758,0.65,117.64,293363,-16.43,2010
Track_418,Linkin Park,I Am,Funk,39,0.628,0.508,0.377,0.889,0.291,0.634,0.261,112.07,176321,-17.8,2025
Track_419,Led Zeppelin,Morning Glory,Indie,40,0.921,0.734,0.2,0.963,0.797,0.557,0.67,81.49,249895,-19.05,1986
Track_420,Queen,I Am,Trap,32,0.36,0.729,0.439,0.968,0.141,0.364,0.957,134.71,260920,-21.96,1966
Track_421,Ed Sheeran,Manic,Funk,100,0.322,0.963,0.364,0.502,0.615,0.243,0.883,195.74,195675,-6.15,1968
Track_422,Olivia Rodrigo,Homework,Country,47,0.464,0.2,0.322,0.04,0.644,0.102,0.073,146.45,105604,-19.49,2022
Track_423,The Chainsmokers,Hotel California,Folk,42,0.611,0.795,0.503,0.194,0.079,0.681,0.68,194.07,215154,-0.6,1957
Track_424,Bee Gees,Purple Rain,Funk,31,0.244,0.693,0.27,0.709,0.406,0.315,0.061,108.29,196631,-17.3,1990
Track_425,Harry Styles,Channel Orange,Hip-Hop,51,0.974,0.815,0.202,0.798,0.922,0.345,0.884,79.54,175596,-10.32,1977
Track_426,Adele,Morning Glory,Jazz,5,0.97,0.159,0.625,0.749,0.084,0.333,0.9,118.03,259161,-11.1,1988
Track_427,Shawn Mendes,Blonde,Country,64,0.632,0.138,0.541,0.826,0.289,0.452,0.481,63.76,294149,-24.94,1975
Track_428,Santana,Scorpion,Britpop,81,0.424,0.26,0.591,0.638,0.027,0.614,0.509,195.89,302498,-10.03,2010
Track_429,Drake,Currents,Funk,37,0.735,0.967,0.536,0.369,0.696,0.024,0.291,141.43,258119,-21.35,2022
Track_430,Justin Bieber,1989,Indie,77,0.696,0.95,0.051,0.289,0.607,0.071,0.23,147.92,258529,-5.88,1970
Track_431,Lady Gaga,Help!,Latin,87,0.734,0.368,0.452,0.681,0.091,0.468,0.816,61.81,159283,-12.05,1991
Track_432,Drake,Rumours,Punk,68,0.37,0.548,0.544,0.787,0.531,0.555,0.936,178.45,222934,-7.19,1993
Track_433,Ariana Grande,DAMN.,Punk,65,0.302,0.115,0.239,0.684,0.132,0.359,0.968,133.24,224960,-0.75,2008
Track_434,Taylor Swift,Scorpion,Pop,63,0.311,0.302,0.099,0.129,0.075,0.556,0.779,70.88,356516,-5.63,1965
Track_435,Megan Thee Stallion,SOUR,Rock,89,0.601,0.153,0.095,0.25,0.063,0.537,0.752,169.53,306753,-2.0,1975
Track_436,The Beatles,Currents,Jazz,52,0.314,0.764,0.195,0.574,0.335,0.686,0.776,145.81,227159,-12.38,1973
Track_437,Michael Jackson,8 Mile Soundtrack,Trap,15,0.952,0.253,0.495,0.004,0.689,0.74,0.906,179.18,222848,-13.13,1951
Track_438,Ariana Grande,Currents,EDM,49,0.851,0.973,0.287,0.509,0.387,0.612,0.342,125.23,214646,-12.01,2006
Track_439,Travis Scott,Fine Line,Emo Rap,48,0.456,0.203,0.199,0.594,0.296,0.781,0.463,137.55,233930,-17.74,1986
Track_440,Dua Lipa,Purple Rain,Hip-Hop,77,0.21,0.7,0.443,0.392,0.497,0.544,0.161,115.27,218553,-7.62,2010
Track_441,Nirvana,Help!,Hip-Hop,77,0.664,0.982,0.097,0.83,0.689,0.23,0.714,141.47,231535,-18.18,1996
Track_442,Linkin Park,Manic,Indie,24,0.97,0.555,0.113,0.45,0.116,0.397,0.265,191.94,112747,-24.26,2010
Track_443,Cardi B,21,Hip-Hop,25,0.498,0.704,0.116,0.616,0.092,0.07,0.749,167.46,95591,-5.18,2013
Track_444,Oasis,Views,Synthwave,35,0.468,0.865,0.364,0.943,0.03,0.35,0.901,113.71,242861,-17.14,2013
Track_445,Earth Wind & Fire,Starboy,Soul,86,0.871,0.37,0.465,0.487,0.128,0.575,0.503,75.31,255688,-8.12,1954
Track_446,Beyonce,Channel Orange,Synthwave,29,0.866,0.551,0.267,0.49,0.922,0.497,0.378,196.89,210105,-16.99,2019
Track_447,Ed Sheeran,Currents,Rock,67,0.779,0.124,0.582,0.338,0.092,0.283,0.382,109.18,192506,-8.47,1966
Track_448,Prince,When We All Fall Asleep,Britpop,9,0.251,0.371,0.233,0.02,0.31,0.374,0.853,139.53,167622,-2.46,1989
Track_449,Lil Nas X,Divide,Emo Rap,0,0.495,0.447,0.381,0.8,0.095,0.543,0.362,130.39,148120,-5.88,2010
Track_450,Sting,Help!,Grunge,37,0.588,0.854,0.516,0.832,0.509,0.237,0.094,199.47,288608,-14.95,1988
Track_451,John Lennon,OK Computer,K-Pop,48,0.662,0.343,0.377,0.526,0.406,0.284,0.121,175.32,162781,-12.38,1961
Track_452,Post Malone,SOUR,Synthwave,44,0.396,0.559,0.443,0.542,0.837,0.506,0.53,86.12,297210,-12.52,2019
Track_453,Beyonce,Dark Side of the Moon,Classical,72,0.907,0.932,0.478,0.059,0.191,0.375,0.274,164.5,130513,-5.86,2018
Track_454,Dua Lipa,Astroworld,Folk,22,0.408,0.355,0.121,0.68,0.224,0.198,0.189,63.88,153466,-5.07,1958
Track_455,Post Malone,Dark Side of the Moon,Funk,81,0.906,0.28,0.192,0.029,0.75,0.229,0.562,150.2,236564,-23.94,2021
Track_456,Camila Cabello,Rumours,Pop,61,0.669,0.872,0.587,0.403,0.345,0.529,0.134,192.04,220600,-6.89,1957
Track_457,Mark Ronson,When We All Fall Asleep,R&B,49,0.607,0.838,0.618,0.922,0.239,0.709,0.271,77.12,101181,-4.83,2023
Track_458,Sting,Currents,K-Pop,69,0.93,0.294,0.087,0.212,0.261,0.333,0.852,67.83,146991,-11.66,1999
Track_459,Ariana Grande,DAMN.,Folk,21,0.951,0.883,0.61,0.359,0.68,0.659,0.07,195.35,281894,-9.85,2019
Track_460,Cardi B,Homework,Rock,54,0.698,0.724,0.589,0.678,0.508,0.197,0.461,61.1,299121,-0.98,1980
Track_461,Santana,Scorpion,Hip-Hop,40,0.325,0.491,0.22,0.804,0.612,0.634,0.305,71.21,353615,-5.51,1980
Track_462,Travis Scott,Back in Black,K-Pop,75,0.529,0.918,0.083,0.159,0.248,0.062,0.441,162.09,215951,-11.31,2002
Track_463,Imagine Dragons,Dark Side of the Moon,Emo Rap,57,0.343,0.495,0.424,0.003,0.19,0.251,0.586,75.52,154316,-18.76,1953
Track_464,Shawn Mendes,Discovery,Country,60,0.573,0.754,0.184,0.681,0.785,0.642,0.235,118.03,189243,-20.45,2002
Track_465,Earth Wind & Fire,Blonde,Blues,100,0.705,0.658,0.591,0.964,0.188,0.564,0.207,116.14,196469,-14.28,1952
Track_466,Santana,Morning Glory,Hip-Hop,70,0.211,0.568,0.507,0.919,0.786,0.4,0.259,88.44,308079,-1.35,1997
Track_467,Lil Nas X,Views,K-Pop,35,0.361,0.292,0.539,0.719,0.18,0.152,0.787,64.03,283029,-0.6,2013
Track_468,Prince,OK Computer,Soul,29,0.557,0.109,0.104,0.32,0.658,0.553,0.713,159.18,306556,-6.6,1981
Track_469,Santana,Nevermind,R&B,75,0.383,0.908,0.648,0.93,0.919,0.483,0.746,66.37,259478,-18.66,2021
Track_470,Rihanna,Justice,Reggae,48,0.896,0.137,0.133,0.168,0.468,0.278,0.485,72.55,211874,-7.24,2000
Track_471,Dua Lipa,Morning Glory,Classical,28,0.589,0.966,0.197,0.357,0.409,0.723,0.295,176.14,393319,-1.83,1964
Track_472,Tones and I,I Am,Punk,22,0.796,0.235,0.557,0.651,0.758,0.052,0.188,92.18,417571,-24.1,1971
Track_473,Santana,Help!,Emo Rap,0,0.923,0.136,0.245,0.702,0.461,0.399,0.837,181.36,316249,-21.91,2009
Track_474,Adele,Supernatural,Reggae,76,0.842,0.601,0.438,0.21,0.948,0.013,0.763,85.28,153999,-1.99,1973
Track_475,Prince,Rumours,Synthwave,59,0.731,0.706,0.268,0.584,0.904,0.671,0.193,71.35,231053,-4.23,1962
Track_476,Beyonce,Back in Black,Soul,52,0.956,0.684,0.619,0.322,0.695,0.59,0.94,139.68,236387,-19.72,1984
Track_477,Led Zeppelin,Discovery,Reggae,67,0.627,0.636,0.078,0.253,0.228,0.619,0.421,62.87,145476,-19.79,1991
Track_478,Earth Wind & Fire,Manic,Reggae,76,0.537,0.818,0.215,0.678,0.125,0.536,0.824,131.77,287914,-12.76,1969
Track_479,Earth Wind & Fire,Back in Black,Classical,46,0.53,0.428,0.137,0.624,0.088,0.416,0.955,154.7,224618,-8.81,2022
Track_480,Shawn Mendes,Morning Glory,Funk,34,0.427,0.489,0.592,0.473,0.141,0.111,0.89,177.82,186794,-11.92,2017
Track_481,Billie Eilish,Blonde,Rock,61,0.284,0.478,0.08,0.654,0.54,0.21,0.287,71.45,248430,-12.41,2020
Track_482,Eagles,Homework,Soul,65,0.235,0.47,0.464,0.311,0.688,0.608,0.468,173.1,127528,-16.47,1972
Track_483,Taylor Swift,Supernatural,EDM,54,0.88,0.195,0.357,0.006,0.111,0.146,0.494,156.85,158340,-3.28,1960
Track_484,Cardi B,In Rainbows,K-Pop,40,0.681,0.715,0.627,0.668,0.764,0.079,0.176,86.71,343902,-4.6,2012
Track_485,Ariana Grande,Purple Rain,Pop,41,0.389,0.849,0.561,0.533,0.082,0.618,0.188,119.06,243977,-22.09,1976
Track_486,Eminem,Starboy,Funk,82,0.389,0.362,0.543,0.388,0.317,0.091,0.838,120.45,248064,-14.61,2010
Track_487,Travis Scott,Currents,Grunge,61,0.512,0.557,0.477,0.926,0.86,0.695,0.266,68.5,239899,-24.52,2020
Track_488,Olivia Rodrigo,I Am,Latin,50,0.894,0.204,0.412,0.64,0.426,0.355,0.2,161.67,326195,-13.27,1958
Track_489,Harry Styles,7,Disco,22,0.919,0.86,0.471,0.464,0.839,0.581,0.413,118.36,192272,-1.47,1978
Track_490,Linkin Park,Fine Line,Funk,40,0.784,0.694,0.101,0.197,0.575,0.09,0.437,199.13,206124,-17.41,1970
Track_491,The Beatles,Channel Orange,Rock,42,0.728,0.255,0.561,0.498,0.766,0.277,0.156,91.74,276166,-10.95,1952
Track_492,Travis Scott,Spider-Verse,Folk,60,0.634,0.898,0.558,0.865,0.574,0.092,0.097,192.48,137879,-5.03,1995
Track_493,Megan Thee Stallion,DAMN.,R&B,58,0.282,0.661,0.569,0.902,0.149,0.241,0.461,130.83,224275,-6.69,1963
Track_494,Nirvana,Morning Glory,Britpop,48,0.862,0.491,0.282,0.761,0.233,0.649,0.367,130.7,268160,-22.87,1996
Track_495,Drake,Astroworld,Indie,79,0.529,0.303,0.525,0.409,0.389,0.372,0.843,171.25,321830,-15.96,1981
Track_496,Ed Sheeran,Starboy,Country,48,0.254,0.401,0.273,0.765,0.412,0.321,0.084,189.15,169071,-21.23,1951
Track_497,Olivia Rodrigo,21,Britpop,80,0.891,0.724,0.57,0.714,0.298,0.282,0.819,186.03,229306,-9.74,2016
Track_498,Eminem,Manic,Soul,81,0.682,0.494,0.238,0.804,0.616,0.623,0.869,71.8,185502,-11.56,1976
Track_499,Earth Wind & Fire,1989,Disco,52,0.63,0.564,0.497,0.158,0.026,0.639,0.601,93.79,265884,-5.65,2019
Track_500,Camila Cabello,SOUR,Disco,49,0.403,0.552,0.098,0.749,0.894,0.365,0.582,60.73,125557,-16.53,1964
Track_501,Prince,Currents,Trap,65,0.433,0.694,0.533,0.567,0.133,0.308,0.736,74.73,203702,-12.09,2018
Track_502,Oasis,Fine Line,Soul,70,0.521,0.182,0.288,0.129,0.204,0.072,0.679,116.39,290305,-11.03,1962
Track_503,Doja Cat,Manic,Classical,28,0.543,0.929,0.328,0.964,0.783,0.124,0.168,159.56,240463,-21.77,2024
Track_504,Shawn Mendes,Born to Die,Disco,45,0.225,0.24,0.372,0.912,0.113,0.683,0.153,111.74,177835,-17.76,1965
Track_505,Tones and I,Morning Glory,R&B,46,0.429,0.125,0.11,0.776,0.401,0.75,0.334,99.69,294692,-20.42,1997
Track_506,Cardi B,Rumours,Pop,46,0.235,0.528,0.215,0.448,0.321,0.308,0.826,176.72,233395,-21.68,1965
Track_507,Mark Ronson,Born to Die,Britpop,57,0.316,0.748,0.076,0.619,0.592,0.316,0.887,107.46,151233,-23.85,2008
Track_508,Beyonce,Starboy,K-Pop,24,0.752,0.609,0.522,0.7,0.533,0.108,0.57,86.94,144531,-9.53,1985
Track_509,Olivia Rodrigo,21,Trap,65,0.9,0.207,0.61,0.178,0.018,0.632,0.278,158.79,303312,-2.81,2016
Track_510,Harry Styles,Hotel California,Latin,48,0.872,0.121,0.295,0.411,0.817,0.261,0.289,76.05,250533,-22.52,1991
Track_511,Kendrick Lamar,Views,Country,54,0.439,0.462,0.127,0.608,0.309,0.031,0.104,114.59,265986,-17.0,1973
Track_512,Stevie Wonder,I Am,Classical,100,0.24,0.313,0.396,0.234,0.483,0.408,0.933,97.7,193839,-17.04,1998
Track_513,Glass Animals,Astroworld,Hip-Hop,89,0.913,0.117,0.369,0.58,0.096,0.613,0.656,77.58,255356,-10.79,2011
Track_514,Harry Styles,Hotel California,Britpop,73,0.491,0.977,0.513,0.532,0.403,0.73,0.47,60.14,390680,-13.38,2014
Track_515,Rihanna,Views,Britpop,100,0.576,0.632,0.549,0.376,0.334,0.509,0.594,131.45,240476,-23.86,1971
Track_516,Cardi B,Anti,Trap,47,0.296,0.224,0.371,0.277,0.41,0.492,0.94,104.56,297161,-7.95,1958
Track_517,Sting,Random Access Memories,Classical,49,0.451,0.287,0.624,0.325,0.868,0.116,0.908,145.23,327484,-24.89,2007
Track_518,The Weeknd,Human After All,EDM,18,0.581,0.45,0.071,0.868,0.619,0.436,0.88,174.25,208181,-13.87,2002
Track_519,Eagles,Future Nostalgia,Metal,18,0.833,0.976,0.099,0.367,0.183,0.017,0.741,166.18,314901,-7.99,1995
Track_520,Shawn Mendes,Future Nostalgia,Jazz,69,0.831,0.297,0.637,0.958,0.035,0.399,0.705,144.84,163122,-24.82,1961
Track_521,Coldplay,Manic,R&B,28,0.63,0.687,0.376,0.676,0.537,0.062,0.169,69.11,210538,-18.51,1985
Track_522,Olivia Rodrigo,7,Disco,68,0.974,0.717,0.356,0.25,0.532,0.369,0.922,149.74,324363,-1.42,1985
Track_523,Led Zeppelin,I Am,Punk,49,0.564,0.422,0.498,0.875,0.213,0.23,0.441,122.84,329565,-24.87,2002
Track_524,Oasis,Talking Book,Hip-Hop,81,0.376,0.714,0.623,0.908,0.187,0.27,0.108,147.54,69238,-24.3,2023
Track_525,Dua Lipa,Divide,Trap,65,0.569,0.953,0.544,0.813,0.494,0.197,0.118,144.0,201904,-14.04,1992
Track_526,Nirvana,Random Access Memories,Soul,100,0.915,0.436,0.581,0.686,0.744,0.059,0.796,67.67,354819,-9.73,2024
Track_527,Dua Lipa,Nevermind,R&B,35,0.498,0.185,0.494,0.231,0.57,0.531,0.06,113.75,221752,-5.12,1957
Track_528,Rihanna,OK Computer,R&B,33,0.22,0.56,0.39,0.107,0.012,0.574,0.601,177.71,166840,-2.39,1993
Track_529,Mark Ronson,Random Access Memories,Disco,37,0.684,0.265,0.107,0.044,0.121,0.472,0.527,151.24,294225,-16.06,1982
Track_530,Bruno Mars,Anti,Country,21,0.427,0.964,0.346,0.651,0.137,0.198,0.812,138.32,255528,-23.63,1968
Track_531,The Chainsmokers,Purple Rain,Jazz,60,0.721,0.718,0.639,0.594,0.315,0.467,0.946,146.25,186489,-14.53,1975
Track_532,Kendrick Lamar,8 Mile Soundtrack,Soul,0,0.698,0.717,0.314,0.211,0.457,0.617,0.808,173.02,243447,-15.6,1955
Track_533,Bee Gees,Imagine,Pop,78,0.633,0.227,0.297,0.625,0.867,0.294,0.957,87.88,243507,-17.9,1996
Track_534,John Lennon,Spider-Verse,K-Pop,37,0.339,0.119,0.551,0.902,0.02,0.545,0.402,170.24,304469,-22.23,1972
Track_535,The Beatles,Scorpion,Soul,38,0.334,0.569,0.523,0.617,0.412,0.572,0.16,183.58,282303,-21.73,1980
Track_536,Oasis,Purple Rain,Latin,47,0.535,0.666,0.6,0.755,0.558,0.685,0.324,80.8,190686,-18.82,1998
Track_537,Coldplay,Evolve,Country,100,0.363,0.172,0.317,0.657,0.062,0.412,0.749,150.31,215332,-12.27,2015
Track_538,Travis Scott,Lemonade,Soul,44,0.742,0.737,0.332,0.266,0.381,0.738,0.593,65.12,292248,-19.51,1972
Track_539,Oasis,Starboy,Blues,60,0.494,0.24,0.551,0.252,0.081,0.604,0.324,132.63,301899,-19.25,2000
Track_540,Queen,Dark Side of the Moon,Disco,29,0.519,0.816,0.22,0.379,0.171,0.195,0.65,110.27,270166,-22.94,1993
Track_541,24kGoldn,Born to Die,Latin,67,0.277,0.164,0.044,0.198,0.187,0.27,0.332,174.18,106334,-7.91,1960
Track_542,Lil Nas X,Purple Rain,Emo Rap,96,0.777,0.912,0.025,0.296,0.781,0.629,0.426,116.81,238995,-10.5,1967
Track_543,Linkin Park,After Hours,Funk,100,0.875,0.303,0.476,0.208,0.222,0.474,0.564,125.62,230060,-4.64,2015
Track_544,Sting,Hotel California,Folk,1,0.526,0.49,0.557,0.03,0.132,0.7,0.334,163.29,301930,-12.5,1974
Track_545,Beyonce,Future Nostalgia,Folk,21,0.515,0.793,0.359,0.323,0.022,0.63,0.908,81.52,284409,-1.18,1978
Track_546,Sting,Blonde,Britpop,100,0.359,0.448,0.357,0.186,0.103,0.46,0.47,185.26,115337,-22.67,2023
Track_547,Nirvana,Human After All,Latin,92,0.581,0.266,0.064,0.953,0.27,0.194,0.663,69.8,258347,-23.56,1972
Track_548,Tones and I,After Hours,EDM,71,0.322,0.199,0.358,0.473,0.065,0.765,0.855,78.19,192370,-19.86,1991
Track_549,Dua Lipa,Homework,Funk,7,0.658,0.547,0.451,0.273,0.007,0.123,0.109,115.89,153897,-4.81,1970
Track_550,Tones and I,Talking Book,Trap,23,0.775,0.356,0.575,0.452,0.665,0.572,0.327,145.82,259452,-4.75,2012
Track_551,Taylor Swift,Astroworld,Blues,87,0.557,0.911,0.136,0.563,0.374,0.757,0.273,181.88,182649,-18.16,1972
Track_552,Coldplay,Anti,Reggae,42,0.369,0.539,0.645,0.547,0.946,0.07,0.148,167.32,149012,-16.85,1958
Track_553,Harry Styles,Help!,Classical,27,0.257,0.718,0.492,0.377,0.709,0.686,0.419,61.5,237454,-22.13,1976
Track_554,Mark Ronson,I Am,Synthwave,45,0.628,0.316,0.619,0.139,0.779,0.675,0.209,62.53,242156,-22.49,2009
Track_555,Billie Eilish,DAMN.,Latin,73,0.209,0.343,0.298,0.176,0.679,0.715,0.545,121.89,318019,-23.81,2000
Track_556,Coldplay,Lemonade,Britpop,38,0.241,0.104,0.507,0.759,0.882,0.306,0.272,72.79,272684,-14.46,1963
Track_557,The Weeknd,Talking Book,Jazz,64,0.822,0.839,0.126,0.165,0.395,0.095,0.354,138.69,361998,-20.26,1958
Track_558,The Beatles,Anti,Metal,67,0.478,0.255,0.273,0.313,0.37,0.372,0.111,174.11,268639,-8.75,2004
Track_559,Drake,Thriller,Hip-Hop,18,0.59,0.982,0.469,0.783,0.876,0.46,0.284,73.26,294321,-16.89,1977
Track_560,Coldplay,Justice,Synthwave,37,0.889,0.383,0.556,0.477,0.318,0.491,0.594,113.53,314150,-8.99,1967
Track_561,John Lennon,Born to Die,Trap,58,0.899,0.375,0.485,0.75,0.589,0.057,0.398,101.53,322557,-21.21,1951
Track_562,The Beatles,Discovery,Rock,84,0.938,0.758,0.227,0.275,0.611,0.611,0.534,196.86,202502,-8.8,1980
Track_563,Billie Eilish,Divide,Blues,45,0.242,0.917,0.643,0.793,0.661,0.186,0.862,133.01,274012,-20.41,1992
Track_564,Coldplay,After Hours,Hip-Hop,69,0.695,0.226,0.149,0.091,0.563,0.667,0.917,93.08,256700,-23.05,2012
Track_565,Camila Cabello,Dark Side of the Moon,Reggae,51,0.338,0.322,0.2,0.444,0.604,0.225,0.777,71.2,195735,-0.69,1971
Track_566,Bee Gees,Justice,EDM,27,0.773,0.777,0.536,0.786,0.019,0.311,0.844,166.24,265631,-1.96,2010
Track_567,Lady Gaga,Anti,Country,52,0.562,0.504,0.256,0.6,0.068,0.118,0.486,81.66,194219,-20.26,2020
Track_568,The Weeknd,Born to Die,K-Pop,0,0.933,0.964,0.255,0.485,0.609,0.475,0.43,65.44,247342,-1.96,1997
Track_569,Earth Wind & Fire,Blonde,EDM,60,0.802,0.769,0.24,0.702,0.603,0.301,0.104,113.95,89927,-14.4,1974
Track_570,Prince,When We All Fall Asleep,Funk,75,0.751,0.125,0.439,0.146,0.575,0.756,0.187,94.64,213084,-10.54,1954
Track_571,Beyonce,Help!,Pop,59,0.915,0.454,0.389,0.892,0.493,0.159,0.443,176.16,154467,-18.68,1964
Track_572,Post Malone,Born to Die,Latin,20,0.787,0.923,0.568,0.108,0.544,0.64,0.807,97.66,189730,-19.76,1998
Track_573,Cardi B,Manic,Emo Rap,70,0.584,0.186,0.507,0.414,0.396,0.238,0.451,84.7,241469,-20.34,1989
Track_574,Mark Ronson,Purple Rain,Funk,42,0.642,0.289,0.147,0.742,0.769,0.162,0.964,182.03,239523,-13.98,1973
Track_575,Rihanna,8 Mile Soundtrack,Britpop,64,0.297,0.157,0.039,0.232,0.461,0.611,0.059,97.25,252209,-1.12,1971
Track_576,Beyonce,Currents,Rock,65,0.493,0.563,0.626,0.263,0.462,0.608,0.612,107.12,343128,-7.95,1962
Track_577,Sting,I Am,Blues,42,0.245,0.417,0.228,0.099,0.434,0.562,0.724,184.32,189621,-21.53,1996
Track_578,Lady Gaga,DAMN.,Disco,94,0.394,0.502,0.452,0.861,0.489,0.532,0.053,149.33,209698,-1.45,1985
Track_579,Imagine Dragons,Divide,Britpop,100,0.774,0.703,0.167,0.48,0.702,0.637,0.374,191.47,126761,-1.46,1996
Track_580,Halsey,Homework,Emo Rap,52,0.352,0.227,0.348,0.566,0.814,0.409,0.169,171.55,190191,-17.47,1962
Track_581,Kanye West,Channel Orange,Soul,100,0.576,0.581,0.173,0.169,0.897,0.563,0.148,199.07,149448,-24.27,1971
Track_582,Imagine Dragons,Justice,Classical,47,0.942,0.697,0.439,0.914,0.602,0.399,0.79,106.59,152812,-19.4,1978
Track_583,Olivia Rodrigo,In Rainbows,Hip-Hop,26,0.774,0.44,0.425,0.556,0.813,0.649,0.258,76.2,306595,-22.81,1993
Track_584,Adele,Talking Book,K-Pop,93,0.291,0.427,0.558,0.945,0.548,0.011,0.108,134.98,201895,-3.82,2025
Track_585,Dua Lipa,I Am,Indie,21,0.373,0.452,0.359,0.456,0.137,0.755,0.829,129.98,229923,-13.61,1966
Track_586,Lady Gaga,Views,Country,37,0.972,0.21,0.648,0.699,0.454,0.665,0.51,158.58,209978,-15.58,1954
Track_587,Sting,Morning Glory,Emo Rap,88,0.376,0.755,0.602,0.768,0.814,0.585,0.328,174.1,125696,-2.19,1976
Track_588,Kendrick Lamar,Divide,Latin,35,0.972,0.774,0.266,0.523,0.269,0.56,0.231,179.88,317032,-15.16,2000
Track_589,Mark Ronson,I Am,Trap,78,0.557,0.246,0.107,0.689,0.277,0.124,0.253,164.77,163600,-6.62,1956
Track_590,The Weeknd,Fine Line,K-Pop,90,0.87,0.435,0.639,0.673,0.16,0.055,0.381,126.34,302920,-1.37,2023
Track_591,Eagles,Born to Die,Britpop,0,0.689,0.46,0.041,0.238,0.464,0.554,0.938,151.39,152134,-15.62,1993
Track_592,Ariana Grande,Homework,Synthwave,63,0.707,0.345,0.432,0.364,0.114,0.075,0.505,153.63,121766,-12.26,1961
Track_593,Ed Sheeran,Currents,Trap,16,0.274,0.628,0.262,0.99,0.668,0.246,0.166,105.53,251857,-7.16,2023
Track_594,Juice WRLD,Imagine,Metal,18,0.811,0.572,0.06,0.829,0.512,0.657,0.656,165.49,308483,-19.81,1952
Track_595,Beyonce,DAMN.,EDM,82,0.445,0.135,0.382,0.646,0.083,0.213,0.75,71.85,242185,-21.88,1973
Track_596,Post Malone,Fine Line,Latin,1,0.2,0.368,0.616,0.514,0.744,0.531,0.464,140.79,307225,-7.62,1971
Track_597,Tones and I,Future Nostalgia,Grunge,16,0.717,0.14,0.043,0.14,0.813,0.18,0.175,137.29,233911,-10.21,2018
Track_598,Lil Nas X,1989,K-Pop,72,0.498,0.904,0.272,0.082,0.241,0.346,0.696,135.03,260733,-23.24,2004
Track_599,Camila Cabello,Evolve,Britpop,47,0.705,0.555,0.123,0.813,0.301,0.632,0.402,194.96,164648,-18.81,1974
Track_600,Lil Nas X,DAMN.,Latin,44,0.457,0.179,0.593,0.77,0.139,0.64,0.304,73.71,183883,-0.51,1964
Track_601,John Lennon,Justice,R&B,73,0.439,0.831,0.328,0.524,0.665,0.694,0.563,145.05,326508,-2.59,1965
Track_602,Kendrick Lamar,I Am,Metal,31,0.955,0.573,0.395,0.841,0.453,0.111,0.059,131.9,321544,-21.11,1973
Track_603,Mark Ronson,Morning Glory,Metal,54,0.766,0.967,0.466,0.247,0.578,0.568,0.22,198.07,220307,-5.04,2022
Track_604,24kGoldn,Views,Classical,15,0.921,0.304,0.42,0.086,0.29,0.619,0.836,148.85,227672,-23.08,2004
Track_605,Prince,Hotel California,EDM,93,0.632,0.539,0.571,0.953,0.403,0.412,0.73,127.15,274929,-12.12,2023
Track_606,Kanye West,Anti,Emo Rap,26,0.91,0.764,0.47,0.696,0.712,0.203,0.737,193.12,286474,-4.42,1965
Track_607,Tones and I,Human After All,Grunge,4,0.726,0.885,0.35,0.223,0.071,0.673,0.528,193.35,143102,-14.43,1955
Track_608,Earth Wind & Fire,Help!,Indie,35,0.849,0.857,0.56,0.287,0.459,0.219,0.052,148.36,316992,-15.16,1964
Track_609,Post Malone,Discovery,Disco,100,0.862,0.151,0.024,0.456,0.283,0.095,0.375,161.14,189977,-14.95,1954
Track_610,The Weeknd,8 Mile Soundtrack,Punk,64,0.901,0.466,0.595,0.007,0.731,0.208,0.488,112.4,309673,-15.89,2012
Track_611,Taylor Swift,Anti,Classical,91,0.543,0.224,0.491,0.006,0.839,0.57,0.153,99.89,234147,-21.66,1963
Track_612,Stevie Wonder,Talking Book,Rock,24,0.949,0.975,0.095,0.484,0.471,0.549,0.169,165.15,113704,-5.49,1970
Track_613,Bee Gees,Born to Die,K-Pop,97,0.818,0.212,0.237,0.014,0.65,0.051,0.822,120.15,350914,-10.07,1999
Track_614,The Weeknd,SOUR,Funk,52,0.535,0.65,0.479,0.185,0.267,0.101,0.295,158.13,264407,-8.34,1987
Track_615,Dua Lipa,Purple Rain,Funk,46,0.341,0.983,0.392,0.628,0.218,0.115,0.086,198.66,172430,-1.77,1963
Track_616,Dua Lipa,Divide,Grunge,61,0.518,0.373,0.419,0.229,0.319,0.389,0.524,150.14,250493,-17.39,1975
Track_617,Lil Nas X,Fine Line,Classical,50,0.898,0.262,0.02,0.654,0.306,0.235,0.311,144.91,196118,-14.23,1994
